uri,target_context,is_slang
http://www.durangoherald.com/article/20130223/NEWS01/130229811/0/News01/Press-groups-honor-Herald-with-awards,place mcbride for fireray second place stanley for lightner creek fire colorado press association contest the herald won general excellence as,0
https://redcrossmablog.wordpress.com/category/volunteerism/page/5/,cares we have volunteers who coordinate teams to rush to fire scenes so that families burned out of their homes have,0
https://law.justia.com/cases/federal/appellate-courts/F3/96/1438/503768/,find that all were material to the cause of the fire to childress's whereabouts or to childress's possible motives--and thus were,0
http://naruto.wikia.com/wiki/Hokage?direction=prev&oldid=829346,candidate upon the recommendation of the konoha council and the fire daimy council afterwards the candidate will need to be approved,0
https://www.restoration1.com/st-petersburg-and-clearwater/your-local-team/,your local restoration company in st petersburg and clearwater water fire mold damage don't stand a chance against us after a,0
http://www.co.larimer.co.us/bcc/2005/BC051205.htm,has received written correspondence from both the city of loveland fire prevention bureau and the larimer county sheriff s department both,0
https://www.thrillist.com/cars/this-imi-combat-guard-makes-hummers-look-like-minivans,schwarzenegger could fathom this m super yacht comes with a fire pit and a jacuzzi it has absolutely no issue with,0
http://www.luxelifeatl.com/havana-club-celebrates-7-naughty-years/,each representing one of the deadly sins but also professional fire breathers and the top aerialist in atlanta the first guests,0
http://eprints.iisc.ernet.in/41823/,column no ultraviolet aerosol index and single scattering albedo modis fire counts and bc observations are used to identify the fire-impacted,0
http://www.pressenterpriseonline.com/breakingnews/drunk-woman-fires-gun-into-floor-air-to-unload-weapon-police-say?page=23,overbilling read more last updated june - pm berwick a fire crew rescued a group of ducklings from a storm drain,0
http://abc7news.com/news/1-hurt-while-fighting-monticello-fire-near-lake-berryessa/160756/,being used to fight the blaze are bulldozers almost a fire engines six air tankers and six helicopters according to cal,0
https://www.bctv.org/2018/12/04/maintaining-the-mountain-and-its-iconic-structures/,emblazoned on signs carried by citizens to city hall after fire ravaged the pagoda late in and some city leaders subsequently,0
http://www.co.larimer.co.us/bcc/2005/BC051205.htm,district if the water system will be designed to provide fire protection the letter of commitment also must address the pressure,0
https://www.femoran.com/fe-moran-fire-protection/352,put it out lives could have been lost without this fire sprinkler system without smoke detectors there is no early detection,0
https://www.literotica.com/stories/showstory.php?url=blood-and-iron-ch-02-1,be just like you his eyes stayed fixed to the fire not turning to face her a delay before he spoke,0
http://nymag.com/daily/intelligencer/2008/10/so_will_anything_good_come_of.html,print operation and today we learn that time inc will fire workers and that gannett will lay off percent of its,0
http://politicalticker.blogs.cnn.com/2010/08/27/embattled-democrat-calling-on-geithner-to-go/comment-page-2/,the house rep john boehner called on the president to fire his entire economic team president obama should ask for and,0
https://2minutemom.com/,shall pass those words were like throwing gasoline on the fire to sleep deprived parents looking back i m so glad,0
http://www.monroenews.com/news/2012/may/25/fast-moving-wildfire-mich-burns-17000-acres/,crews were working to put out hot spots from that fire thursday when the duck lake fire broke out,0
https://fireemblem.fandom.com/wiki/Fire_Emblem:_Radiant_Dawn,fire emblem three houses - in fire emblem awakening and fire emblem warriors owain refers to a special move he's concocted,0
https://olliesopals.co.uk/de/products/9ct-gold-rectangle-boulder-opal-pendant-queensland-boulder-opal,colours are accentuated with green red and also slight orange fire to the base the pendant measures mm long including pendant,0
http://tibetanbuddhistencyclopedia.com/en/index.php?title=Jewel_Ornament_of_Liberation_-_Gampopa,served us put us on her lap protected us from fire and water held us away from precipices dispelled all harmful,0
https://en.wikipedia.org/wiki/Salazar_Slytherin,she first appears in harry potter and the goblet of fire taking lessons when hagrid is unable to teach and substitutes,0
http://www.channel3000.com/news/Fire-contained-after-crews-fight-blaze-overnight/18356654,wisconsin and northern illinois took turns fighting the raging blaze fire officials said the cause of the fire is under investigation,0
https://earthspot.org/info/en/?search=Siege_of_Boston,siege were limited to occasional raids minor skirmishes and sniper fire in november george washington sent the -year-old bookseller-turned-soldier henry knox,0
http://brewsterfire.com/page/3,departments conducted their annual hose testing as mandated in national fire protection association nfpa standards fail safe which is a nationally,0
